Eating-Out,-20.32
Eating-Out,-30.2
No-car,-2.62
Sports,-39.96
Healthy,-7.42
Athletic,-8.67
No-car,-6.86
Athletic,-0.32
Sports,-14.44
Healthy,-111.07
Athletic,-39.6
No-car,-14.8
No-car,-23.77
Athletic,-37.44
Healthy,-12.97
Healthy,-39.78
Athletic,-30.95
No-car,-4.14
Athletic,-28.64
No-car,-76.65
No-car,-22.14
Healthy,-9.01
No-car,-6.37
No-car,-0.33
Eating-in,-18.43
No-car,-106.29
Athletic,-9.49
No-car,-4.02
Athletic,-15.5
Sports,-15.44
Athletic,-31.64
Healthy,-0.95
Athletic,-30.67
Sports,-89.07
Athletic,-30.49
Healthy,-18.32
Eating-Out,-21.31
Eating-in,-25.13
Athletic,-16.22
No-car,-31.1
Athletic,-29.06
Athletic,-7.97
No-car,-29.54
No-car,-17.12
No-car,-1.26
No-car,-37.0
Athletic,-54.45
Eating-in,-11.99
Athletic,-9.64
Athletic,-32.05
Athletic,-24.45
Healthy,-20.62
Eating-Out,-46.58
No-car,-31.25
Athletic,-33.77
Healthy,-31.99
No-car,-7.32
No-car,-73.18
No-car,-10.1
Sports,-42.53
Eating-Out,-15.19
Athletic,-4.6
Healthy,-30.58
Athletic,-39.54
Athletic,-32.11
Healthy,-8.87
No-car,-110.89
Eating-Out,-99.96
Athletic,-34.11
Sports,-18.36
No-car,-10.95
Eating-in,-7.51
No-car,-10.98
No-car,-33.53
No-car,-10.32
Athletic,-32.92
No-car,-30.44
Athletic,-83.22
No-car,-70.21
Athletic,-29.85
Eating-Out,-13.39
Eating-in,-109.11
No-car,-23.28
Athletic,-37.94
No-car,-7.72
Athletic,-60.07
Income,4713.0
Home/Apartment-Owner,-1363.0
Student,-197.0
Utility,-25.0
Credit-Card,-154.0
No-car,-0.22
Athletic,-6.83
Sports,-8.2
Athletic,-13.68
Athletic,-28.51
No-car,-30.91
Eating-in,-8.03
Eating-in,-1.93
Athletic,-52.49
Healthy,-29.36
Healthy,-97.47
Sports,-69.62
Athletic,-27.53
Healthy,-13.37
Athletic,-114.55
Eating-Out,-5.93
Athletic,-13.61
Athletic,-38.91
No-car,-29.44
No-car,-38.81
Healthy,-15.62
Eating-Out,-37.72
Healthy,-11.33
No-car,-5.37
Eating-in,-28.63
No-car,-22.91
No-car,-20.29
Healthy,-32.54
Athletic,-7.96
Athletic,-18.48
Eating-in,-0.07
No-car,-7.09
Athletic,-112.59
Athletic,-26.31
Athletic,-18.77
No-car,-14.16
No-car,-4.99
Athletic,-25.43
Athletic,-0.6
Healthy,-2.87
Athletic,-35.04
Athletic,-68.44
Eating-in,-23.25
Athletic,-9.89
Athletic,-37.05
Athletic,-18.01
Athletic,-19.19
No-car,-53.4
Coffee,-22.2
Athletic,-68.13
No-car,-17.39
Athletic,-35.35
No-car,-70.96
Athletic,-19.11
No-car,-42.03
Sports,-26.64
Eating-Out,-27.03
Athletic,-3.52
No-car,-84.6
Athletic,-1.94
Athletic,-16.79
No-car,-33.65
Athletic,-27.17
Eating-Out,-11.93
