Artsy,-11.09
Artsy,-15.75
Artsy,-10.1
Artsy,-27.1
No-car,-25.85
Eating-in,-18.66
Artsy,-14.55
Musical,-28.47
No-car,-37.92
Artsy,-17.4
Eating-Out,-36.05
Artsy,-16.93
Musical,-8.32
No-car,-15.47
Coffee,-18.08
No-car,-1.82
Artsy,-51.67
Artsy,-18.77
Artsy,-3.02
No-car,-37.94
No-car,-15.23
No-car,-36.54
Eating-in,-26.38
Artsy,-12.23
Artsy,-29.97
No-car,-1.01
Artsy,-78.07
Artsy,-2.62
Eating-in,-5.54
Artsy,-32.97
Musical,-38.98
Artsy,-39.14
Artsy,-5.68
Musical,-29.26
No-car,-18.12
Coffee,-118.58
Artsy,-7.17
Musical,-23.38
No-car,-9.41
No-car,-21.33
Artsy,-48.13
Artsy,-33.99
Coffee,-21.72
No-car,-37.86
Artsy,-84.3
Artsy,-98.48
Artsy,-22.52
No-car,-30.34
Artsy,-11.48
Eating-in,-25.81
Artsy,-11.18
Artsy,-117.83
Coffee,-47.36
Eating-in,-19.38
Artsy,-25.61
Artsy,-9.55
Artsy,-114.68
No-car,-45.68
Eating-in,-77.12
Artsy,-30.06
Musical,-25.91
Eating-Out,-23.12
Artsy,-91.34
Artsy,-22.0
Artsy,-90.23
Eating-Out,-17.83
Artsy,-9.22
Artsy,-4.45
No-car,-14.14
Artsy,-15.3
Artsy,-7.88
Eating-Out,-6.91
Artsy,-5.55
Artsy,-32.65
Artsy,-22.16
Musical,-68.63
Eating-Out,-26.78
Artsy,-39.32
No-car,-2.35
Eating-in,-25.49
No-car,-2.92
No-car,-17.32
No-car,-26.46
Eating-in,-93.66
Artsy,-18.05
Artsy,-24.59
Artsy,-119.34
Eating-in,-60.25
Artsy,-35.12
Artsy,-24.23
No-car,-24.23
Artsy,-8.76
Eating-Out,-8.36
Artsy,-10.77
Artsy,-30.22
Artsy,-33.21
Eating-in,-36.54
Artsy,-39.18
Musical,-89.46
Income,2088.0
Home/Apartment-Owner,-787.0
Cord-cutter,-4.99
Student,-197.0
Utility,-25.0
Credit-Card,-154.0
Utility,-32.0
No-car,-8.57
Coffee,-5.86
Artsy,-39.41
