No-car,-75.22
Literaturey,-8.15
Gamer,-0.2
Eating-Out,-12.77
Eating-Out,-25.7
Eating-in,-53.87
Coffee,-19.11
Fiscally-irresponsible,-109.58
Student,-116.86
No-car,-31.98
Eating-Out,-118.41
No-car,-7.14
Student,-13.26
Eating-in,-18.26
Student,-72.5
No-car,-14.58
Gamer,-36.29
Pet-owner,-75.36
Student,-37.89
Student,-1.36
No-car,-51.61
No-car,-17.49
Coffee,-37.34
Fiscally-irresponsible,-10.48
No-car,-110.3
Coffee,-25.44
Literaturey,-17.24
No-car,-90.28
Student,-69.81
Coffee,-38.86
Eating-Out,-17.29
Eating-in,-20.14
Fiscally-irresponsible,-17.48
Student,-101.36
Literaturey,-2.31
No-car,-14.0
Eating-in,-38.07
Eating-in,-8.4
No-car,-24.1
Literaturey,-3.04
Sci-fi,-37.02
Student,-89.49
Pet-owner,-8.23
No-car,-37.5
No-car,-16.06
Gamer,-9.84
Pet-owner,-44.86
No-car,-22.0
Eating-Out,-27.9
Literaturey,-9.83
No-car,-34.64
No-car,-22.79
Coffee,-102.38
Literaturey,-91.26
Literaturey,-1.51
No-car,-1.38
Eating-Out,-36.11
Eating-Out,-10.1
Gamer,-18.71
Literaturey,-16.07
No-car,-25.48
Gamer,-7.49
Coffee,-18.73
Eating-Out,-50.27
No-car,-67.02
Eating-in,-34.12
Literaturey,-22.9
Literaturey,-10.47
Literaturey,-118.89
Coffee,-17.58
Eating-in,-33.51
Literaturey,-9.88
No-car,-21.7
Student,-30.68
Sci-fi,-115.29
Student,-9.7
Sci-fi,-28.74
Student,-37.8
Sci-fi,-0.68
Fiscally-irresponsible,-51.77
Gamer,-34.39
Literaturey,-27.65
Coffee,-27.14
Fiscally-irresponsible,-2.37
No-car,-92.23
Student,-102.75
Eating-in,-32.77
Eating-in,-44.1
Literaturey,-34.55
Coffee,-19.8
Eating-Out,-31.58
Eating-in,-112.06
No-car,-23.01
Coffee,-8.27
Eating-Out,-113.93
No-car,-27.33
Sci-fi,-16.86
No-car,-31.05
Income,3535.0
Home/Apartment-Owner,-719.0
Utility,-32.0
Utility,-25.0
Student,-197.0
Student,-135.0
Cord-cutter,-4.99
Credit-Card,-154.0
Utility,-53.0
Eating-in,-1.71
Student,-105.59
No-car,-8.26
Eating-in,-3.25
No-car,-5.0
No-car,-39.18
Student,-32.92
No-car,-69.88
Student,-1.21
Student,-22.15
No-car,-1.64
Fiscally-irresponsible,-2.26
No-car,-32.34
Literaturey,-14.51
Fiscally-irresponsible,-13.48
Sci-fi,-19.92
Sci-fi,-1.51
Artsy,-19.77
Eating-Out,-3.19
Student,-33.14
Literaturey,-23.76
