Athletic,-14.45
Eating-Out,-14.63
Athletic,-85.5
No-car,-37.51
Athletic,-14.8
No-car,-39.47
Eating-in,-21.31
Athletic,-17.16
Sports,-0.91
Fiscally-irresponsible,-2.05
Athletic,-20.31
Athletic,-29.92
Eating-Out,-23.44
No-car,-17.88
Eating-Out,-29.16
Athletic,-22.01
No-car,-38.29
Sports,-29.78
No-car,-27.41
Athletic,-15.57
Healthy,-20.69
Fiscally-irresponsible,-3.04
Eating-Out,-57.46
Athletic,-38.42
No-car,-6.38
No-car,-20.43
Athletic,-109.73
Athletic,-0.45
Coffee,-18.58
No-car,-3.51
No-car,-7.36
Eating-Out,-40.32
Eating-in,-30.88
Sports,-12.06
Eating-Out,-21.93
No-car,-24.4
Sports,-1.79
Athletic,-41.9
Athletic,-19.08
Sports,-24.25
Athletic,-50.1
Eating-in,-24.72
Athletic,-1.93
Athletic,-7.96
Sports,-32.8
Sports,-4.54
Athletic,-74.92
Eating-Out,-2.7
Athletic,-2.67
Fiscally-irresponsible,-35.66
Sports,-46.2
No-car,-16.74
Fiscally-irresponsible,-3.55
Sports,-27.47
Healthy,-68.81
Healthy,-3.19
Athletic,-74.42
Athletic,-25.32
Healthy,-37.95
No-car,-45.59
No-car,-33.24
Sports,-35.4
Athletic,-26.26
Eating-in,-18.78
Athletic,-88.77
No-car,-4.23
Eating-Out,-14.78
Eating-Out,-15.49
Athletic,-0.07
Eating-in,-36.34
Eating-in,-22.84
No-car,-32.27
Eating-Out,-69.66
Athletic,-30.67
Healthy,-15.29
No-car,-38.42
No-car,-30.72
Healthy,-98.83
No-car,-39.56
Eating-in,-11.77
No-car,-14.69
Athletic,-5.33
Fiscally-irresponsible,-26.13
Healthy,-14.83
Healthy,-12.09
Coffee,-16.6
Fiscally-irresponsible,-6.7
Athletic,-13.72
No-car,-36.58
Sports,-13.33
No-car,-40.57
No-car,-19.61
Eating-in,-39.75
Income,2610.0
Home/Apartment-Owner,-826.0
Cord-cutter,-4.99
Utility,-25.0
Utility,-32.0
Credit-Card,-154.0
Sports,-26.39
Athletic,-4.12
Coffee,-119.01
No-car,-55.35
Healthy,-59.43
Sports,-2.77
Eating-in,-13.31
Fiscally-irresponsible,-34.12
Athletic,-29.96
Eating-Out,-36.62
Athletic,-38.17
Healthy,-33.05
Athletic,-28.76
Athletic,-33.87
Athletic,-10.95
Fiscally-irresponsible,-59.11
Sports,-24.07
No-car,-26.68
Fiscally-irresponsible,-10.0
No-car,-6.26
Sports,-35.89
Athletic,-37.76
Sports,-9.96
Athletic,-33.04
Eating-Out,-13.89
Athletic,-33.36
Healthy,-15.82
Fiscally-irresponsible,-25.95
Athletic,-9.37
Healthy,-11.6
No-car,-27.63
Healthy,-14.03
Athletic,-28.04
Athletic,-12.29
No-car,-1.25
Eating-in,-25.39
Sports,-5.91
Athletic,-26.36
Athletic,-30.42
Fiscally-irresponsible,-14.45
Fiscally-irresponsible,-13.32
No-car,-9.24
Athletic,-34.57
Eating-in,-29.54
Healthy,-4.34
Sports,-71.9
