Eating-in,-30.25
Musical,-32.74
No-car,-6.11
Drinking,-16.6
Drinking,-57.12
Musical,-25.99
Fiscally-irresponsible,-9.61
Drinking,-10.05
Movies,-21.77
No-car,-30.96
No-car,-31.96
Musical,-39.66
No-car,-0.09
Musical,-34.27
Fiscally-irresponsible,-4.74
Musical,-0.57
Eating-Out,-113.24
No-car,-2.96
Drinking,-24.84
No-car,-38.32
Fiscally-irresponsible,-28.93
Misc-Entertainment,-4.5
Fiscally-irresponsible,-31.5
No-car,-18.35
Drinking,-7.52
Drinking,-106.22
Drinking,-14.63
No-car,-57.77
Drinking,-25.41
Eating-Out,-13.26
No-car,-8.78
Misc-Entertainment,-14.26
Drinking,-11.71
Drinking,-7.8
Drinking,-16.47
Eating-Out,-3.35
Eating-in,-32.02
Fiscally-irresponsible,-4.36
No-car,-1.04
Drinking,-105.93
Eating-in,-10.37
Drinking,-6.72
Coffee,-23.12
Eating-Out,-25.25
Drinking,-37.71
No-car,-37.2
No-car,-12.11
Eating-in,-24.15
Eating-Out,-24.8
Drinking,-23.02
Drinking,-20.23
Fiscally-irresponsible,-24.14
Eating-Out,-17.5
Misc-Entertainment,-87.48
Misc-Entertainment,-38.81
No-car,-6.2
Drinking,-15.06
Eating-in,-24.42
Movies,-59.13
No-car,-11.65
Drinking,-21.13
Eating-in,-9.72
Drinking,-73.42
Eating-in,-69.94
Eating-in,-31.23
No-car,-3.45
Eating-in,-18.38
Drinking,-27.72
Drinking,-12.03
Drinking,-14.96
Eating-Out,-7.84
No-car,-118.17
Drinking,-8.0
Drinking,-34.35
Eating-Out,-0.42
Drinking,-14.89
Eating-Out,-34.69
Misc-Entertainment,-19.64
Eating-Out,-27.43
Drinking,-72.63
Drinking,-86.19
Drinking,-8.21
Fiscally-irresponsible,-29.64
No-car,-11.83
Eating-Out,-19.02
Fiscally-irresponsible,-6.43
Drinking,-36.88
Drinking,-26.63
Misc-Entertainment,-28.85
Drinking,-36.07
Eating-Out,-3.23
Misc-Entertainment,-37.97
No-car,-14.43
Drinking,-35.29
No-car,-37.12
Fiscally-irresponsible,-16.92
Eating-Out,-108.78
Income,2340.0
Home/Apartment-Owner,-873.0
Student,-197.0
Utility,-53.0
Utility,-32.0
Credit-Card,-154.0
Drinking,-58.26
Drinking,-13.99
No-car,-8.7
No-car,-2.83
Eating-Out,-3.25
Movies,-21.94
Drinking,-13.22
Misc-Entertainment,-31.42
Eating-Out,-117.21
Drinking,-32.56
Fiscally-irresponsible,-1.69
Drinking,-31.11
Eating-in,-36.97
Fiscally-irresponsible,-31.36
Drinking,-11.03
Drinking,-36.99
No-car,-34.45
No-car,-21.72
No-car,-68.87
Musical,-62.57
Eating-Out,-17.2
Coffee,-48.9
No-car,-15.65
Drinking,-16.04
Drinking,-0.82
Eating-Out,-32.93
No-car,-43.53
Drinking,-29.01
Drinking,-10.45
No-car,-26.57
Misc-Entertainment,-28.5
Eating-Out,-33.7
No-car,-118.78
Drinking,-82.44
Eating-in,-0.18
No-car,-30.23
Drinking,-33.37
No-car,-25.71
Drinking,-5.55
Fiscally-irresponsible,-97.27
Drinking,-17.31
Drinking,-31.75
No-car,-18.53
Drinking,-34.65
Drinking,-93.32
Misc-Entertainment,-2.12
Drinking,-6.14
Misc-Entertainment,-17.88
Drinking,-28.05
Drinking,-1.53
Drinking,-4.14
No-car,-2.65
No-car,-27.56
Fiscally-irresponsible,-13.17
Drinking,-76.52
Musical,-34.87
Drinking,-9.94
Misc-Entertainment,-27.5
Drinking,-38.45
Musical,-34.91
No-car,-1.09
Drinking,-113.52
Drinking,-1.41
Fiscally-irresponsible,-31.48
Drinking,-36.84
Eating-in,-33.85
Drinking,-15.96
Drinking,-56.9
No-car,-34.5
Misc-Entertainment,-1.44
Movies,-15.51
Misc-Entertainment,-28.58
Eating-Out,-32.42
Drinking,-44.47
Drinking,-14.4
Drinking,-36.8
Drinking,-35.83
Drinking,-31.83
No-car,-96.78
Movies,-12.49
Fiscally-irresponsible,-34.8
Drinking,-35.69
Misc-Entertainment,-17.88
Coffee,-77.87
Eating-in,-22.92
Drinking,-28.59
Eating-in,-0.54
Drinking,-23.91
No-car,-9.51
No-car,-26.89
Misc-Entertainment,-113.73
Drinking,-23.14
Misc-Entertainment,-37.99
Eating-Out,-37.05
Eating-Out,-119.21
Home/Apartment-Owner,-1184.0
Student,-197.0
Utility,-53.0
Utility,-32.0
Credit-Card,-154.0
Drinking,-15.35
No-car,-33.31
Eating-Out,-2.74
No-car,-33.21
Coffee,-30.04
Eating-in,-7.12
Eating-in,-97.65
Drinking,-27.18
Musical,-5.6
Eating-Out,-34.41
Eating-Out,-24.79
Eating-in,-50.36
Eating-Out,-22.03
Drinking,-23.15
No-car,-39.53
Movies,-39.53
Eating-in,-2.78
Fiscally-irresponsible,-11.81
Drinking,-22.32
Eating-Out,-37.58
Drinking,-25.49
Movies,-21.54
Drinking,-34.94
No-car,-4.85
No-car,-16.14
No-car,-12.86
Drinking,-0.71
Drinking,-77.29
Drinking,-23.6
No-car,-23.3
Misc-Entertainment,-20.42
Drinking,-1.36
No-car,-18.22
Drinking,-23.21
Drinking,-10.18
