Eating-Out,-20.83
Musical,-32.78
Artsy,-1.16
Artsy,-0.34
Artsy,-14.86
No-car,-77.87
Artsy,-25.59
Eating-Out,-82.05
Musical,-116.49
Eating-Out,-2.63
Artsy,-12.14
Artsy,-19.11
Eating-Out,-17.88
No-car,-35.96
Artsy,-14.93
Artsy,-26.18
Musical,-7.96
Artsy,-23.19
Musical,-13.53
Musical,-21.41
No-car,-18.22
Artsy,-68.67
Artsy,-23.43
Artsy,-14.95
No-car,-3.16
Artsy,-21.76
No-car,-26.4
No-car,-9.33
Artsy,-24.6
No-car,-19.37
Musical,-75.43
No-car,-0.44
Artsy,-8.47
Musical,-26.41
Artsy,-10.23
No-car,-21.63
Artsy,-74.21
Artsy,-11.27
Artsy,-21.7
Artsy,-17.32
Artsy,-3.08
No-car,-16.21
Musical,-34.22
Musical,-30.59
Artsy,-19.0
Artsy,-29.86
Eating-in,-14.1
Eating-Out,-32.21
Artsy,-38.09
Eating-in,-17.5
Artsy,-11.79
Musical,-24.65
Artsy,-38.61
No-car,-118.17
Artsy,-30.09
Artsy,-5.41
Musical,-12.85
Musical,-9.88
Artsy,-16.56
Musical,-84.3
Artsy,-3.86
Artsy,-7.56
Eating-Out,-13.47
Eating-in,-25.56
Musical,-25.02
Artsy,-11.78
Musical,-31.35
Artsy,-1.83
Artsy,-25.84
Eating-in,-20.03
Artsy,-9.81
No-car,-4.64
Eating-in,-33.02
Eating-Out,-117.64
Home/Apartment-Owner,-1070.0
Utility,-53.0
Credit-Card,-154.0
Utility,-25.0
Eating-in,-35.09
Artsy,-11.85
Musical,-37.27
Musical,-16.94
Musical,-8.2
No-car,-12.33
Artsy,-70.08
Coffee,-13.39
Eating-in,-16.96
No-car,-8.27
Artsy,-41.36
Artsy,-38.36
No-car,-113.11
Eating-Out,-45.01
Musical,-37.77
Artsy,-7.94
Eating-in,-44.37
Artsy,-8.26
No-car,-23.49
Artsy,-25.12
Artsy,-5.97
Musical,-110.11
No-car,-25.72
Musical,-39.2
No-car,-15.67
No-car,-4.79
Artsy,-24.29
Parent,-57.89
Parent,-13.87
Parent,-89.02
Parent,-3.2
Artsy,-6.87
Artsy,-54.5
Artsy,-38.86
Artsy,-83.11
Artsy,-29.88
Eating-in,-7.04
No-car,-33.7
Artsy,-23.04
Artsy,-0.59
Musical,-32.46
Eating-Out,-116.59
Artsy,-17.92
No-car,-24.37
Artsy,-20.46
Artsy,-26.59
No-car,-21.83
Eating-Out,-113.1
No-car,-6.63
Eating-in,-39.12
No-car,-1.39
No-car,-66.66
Artsy,-28.09
Artsy,-16.75
No-car,-53.89
Musical,-22.18
Musical,-28.57
Artsy,-35.66
No-car,-6.47
No-car,-39.46
Artsy,-38.96
No-car,-11.26
Eating-in,-8.89
No-car,-10.72
Musical,-95.61
Musical,-7.24
Artsy,-10.72
Artsy,-24.09
No-car,-24.49
Artsy,-0.14
Artsy,-35.37
Eating-Out,-20.51
Artsy,-26.34
Artsy,-96.66
Artsy,-16.49
Eating-Out,-19.89
No-car,-31.4
Home/Apartment-Owner,-937.0
Utility,-53.0
Credit-Card,-154.0
Utility,-25.0
No-car,-34.52
Artsy,-30.13
Eating-in,-19.32
Artsy,-14.7
