No-car,-39.75
Sports,-111.96
Healthy,-12.98
No-car,-18.93
No-car,-21.57
Eating-in,-3.91
Divorced,-0.04
Moving,-1.31
Travel,-10.46
Athletic,-32.75
Athletic,-17.1
Athletic,-10.55
Eating-in,-109.42
Healthy,-90.63
No-car,-18.29
Sports,-44.18
Sports,-12.23
Athletic,-0.29
Athletic,-31.51
Eating-in,-34.01
Sports,-12.45
No-car,-34.69
No-car,-37.9
Athletic,-24.99
Healthy,-36.87
No-car,-16.96
Athletic,-54.77
No-car,-26.0
Athletic,-90.44
Eating-Out,-29.74
Eating-Out,-26.57
Eating-in,-15.91
Athletic,-23.39
No-car,-10.49
Eating-in,-6.12
Athletic,-31.8
Healthy,-16.68
Athletic,-11.27
Athletic,-33.19
Eating-in,-95.34
Sports,-104.08
Eating-Out,-20.43
Sports,-19.84
Athletic,-30.57
No-car,-32.78
Coffee,-37.77
No-car,-10.5
Sports,-37.91
Athletic,-17.44
No-car,-89.89
Athletic,-8.81
Athletic,-38.61
Athletic,-0.46
Eating-Out,-15.79
Healthy,-2.08
Athletic,-11.92
No-car,-2.08
No-car,-28.82
No-car,-76.4
Sports,-4.23
Healthy,-18.55
Healthy,-35.21
Sports,-18.93
Eating-Out,-14.68
Athletic,-119.47
No-car,-8.68
Athletic,-20.98
No-car,-0.21
No-car,-119.27
Athletic,-15.55
Healthy,-6.74
Athletic,-25.61
Healthy,-0.75
Eating-in,-15.91
No-car,-16.05
Athletic,-12.08
Healthy,-34.57
Athletic,-38.96
No-car,-32.12
No-car,-28.21
No-car,-12.2
No-car,-99.93
Athletic,-30.08
Eating-Out,-31.09
No-car,-24.43
Athletic,-8.6
Healthy,-10.86
Sports,-106.8
Athletic,-27.75
No-car,-1.85
No-car,-62.1
Sports,-6.53
Healthy,-9.63
No-car,-13.41
Eating-in,-39.36
No-car,-66.91
Healthy,-39.31
Home/Apartment-Owner,-1238.0
Utility,-53.0
Student,-197.0
Cord-cutter,-4.99
Utility,-25.0
Utility,-32.0
Credit-Card,-154.0
Athletic,-33.65
Eating-Out,-1.77
Athletic,-32.88
Sports,-23.48
No-car,-13.56
Athletic,-36.15
Athletic,-5.46
Athletic,-26.17
No-car,-21.88
No-car,-25.35
Athletic,-39.75
Athletic,-12.26
Healthy,-23.82
No-car,-5.31
Athletic,-102.59
Sports,-34.71
Eating-Out,-76.0
Coffee,-26.94
No-car,-0.26
No-car,-2.93
Athletic,-17.9
Athletic,-1.25
Athletic,-34.32
Athletic,-17.67
No-car,-33.06
Sports,-20.85
Sports,-37.77
Eating-Out,-36.32
Athletic,-65.13
Eating-Out,-3.71
Athletic,-1.01
Sports,-85.54
Eating-in,-33.14
Athletic,-36.36
Sports,-17.09
Healthy,-23.57
No-car,-13.13
Eating-in,-18.74
Sports,-34.14
Healthy,-28.68
Athletic,-28.83
Sports,-35.78
Coffee,-5.52
No-car,-90.07
No-car,-16.35
Athletic,-105.21
Athletic,-17.3
Healthy,-4.48
Athletic,-19.98
Sports,-93.04
No-car,-34.49
Eating-Out,-16.4
Athletic,-37.82
Athletic,-5.91
Eating-in,-13.04
Athletic,-16.06
Coffee,-67.74
Athletic,-33.75
Eating-Out,-5.5
No-car,-11.89
Sports,-8.44
Healthy,-54.76
Athletic,-55.82
Athletic,-7.65
No-car,-112.83
Eating-Out,-43.06
Athletic,-18.26
No-car,-51.21
Athletic,-1.09
Eating-Out,-27.35
Athletic,-12.73
No-car,-9.49
Athletic,-35.83
