Athletic,-25.29
Athletic,-5.43
Athletic,-36.14
Healthy,-74.21
Sports,-12.02
Athletic,-3.03
Eating-in,-20.63
Sports,-39.26
Healthy,-1.88
No-car,-10.94
No-car,-111.52
Eating-Out,-3.91
Coffee,-25.13
No-car,-22.16
No-car,-10.04
No-car,-27.65
Athletic,-88.07
Eating-Out,-78.06
Athletic,-37.86
No-car,-1.61
No-car,-101.46
No-car,-15.83
Athletic,-21.39
Athletic,-88.43
Sports,-9.98
Sports,-53.98
No-car,-17.45
No-car,-110.67
Eating-Out,-29.19
Healthy,-2.77
Eating-in,-33.11
No-car,-55.25
No-car,-25.9
No-car,-38.31
No-car,-2.39
Eating-in,-33.42
Athletic,-18.67
Athletic,-36.44
Coffee,-30.33
No-car,-17.76
Athletic,-88.99
Athletic,-57.98
No-car,-32.41
Athletic,-8.64
Athletic,-26.5
Eating-Out,-29.0
Athletic,-22.24
Athletic,-26.02
Healthy,-8.6
Athletic,-80.64
No-car,-17.56
No-car,-37.47
No-car,-23.66
No-car,-36.31
Sports,-5.15
Athletic,-6.02
No-car,-23.98
Sports,-5.73
Athletic,-26.48
Healthy,-5.09
Healthy,-5.72
Athletic,-39.68
Healthy,-4.46
Athletic,-11.65
Athletic,-26.64
Eating-Out,-28.67
No-car,-17.76
Healthy,-30.01
Eating-in,-13.24
Athletic,-26.09
Eating-in,-101.74
No-car,-85.77
Eating-in,-57.26
Sports,-71.21
Athletic,-32.6
No-car,-27.82
Athletic,-12.48
Eating-in,-15.81
Healthy,-14.42
Athletic,-15.11
Eating-Out,-24.88
No-car,-17.64
Healthy,-29.93
No-car,-22.44
Sports,-13.1
Sports,-17.56
Athletic,-16.67
Sports,-19.09
No-car,-85.48
Sports,-71.49
Eating-in,-13.48
Sports,-10.98
Sports,-23.62
Athletic,-43.31
Athletic,-14.81
Sports,-2.53
No-car,-6.56
No-car,-1.82
Eating-in,-37.11
Healthy,-7.15
No-car,-5.39
Eating-Out,-33.06
Eating-Out,-6.56
Athletic,-29.67
Athletic,-24.44
Athletic,-7.42
No-car,-9.88
