Eating-in,-4.14
No-car,-6.78
Athletic,-57.0
Eating-Out,-34.42
No-car,-36.51
Sports,-15.58
Eating-in,-2.31
Athletic,-88.13
Eating-Out,-11.07
Athletic,-11.75
Athletic,-33.85
Sports,-70.09
Eating-in,-33.59
No-car,-16.95
No-car,-9.57
Athletic,-114.91
Eating-in,-29.12
No-car,-11.43
Eating-in,-31.65
Athletic,-4.02
Athletic,-92.34
Athletic,-0.39
No-car,-14.09
Eating-Out,-27.79
Athletic,-16.07
Healthy,-34.37
Athletic,-14.15
No-car,-30.37
Sports,-101.77
Eating-Out,-25.16
Eating-in,-7.43
Athletic,-16.63
Healthy,-61.09
No-car,-3.15
Sports,-71.88
Athletic,-15.66
Eating-Out,-37.52
Athletic,-5.46
No-car,-25.91
Athletic,-38.22
Athletic,-33.26
Healthy,-17.66
Sports,-5.27
Healthy,-20.59
Sports,-37.89
Eating-in,-35.72
No-car,-32.71
Eating-Out,-36.6
Athletic,-19.85
Healthy,-33.37
No-car,-6.79
Coffee,-4.18
Athletic,-19.21
No-car,-66.4
Healthy,-20.43
No-car,-16.42
Eating-Out,-33.33
Athletic,-38.35
Athletic,-1.74
Eating-Out,-73.57
Eating-Out,-16.58
Athletic,-34.45
Healthy,-3.23
Eating-Out,-9.82
Sports,-39.08
Athletic,-3.96
Eating-Out,-19.62
Healthy,-36.42
Eating-Out,-30.11
Athletic,-32.69
Eating-Out,-14.36
Athletic,-25.43
Eating-Out,-6.21
Sports,-39.38
Athletic,-20.88
Healthy,-55.18
Athletic,-12.16
Sports,-18.39
Athletic,-4.2
Eating-in,-2.38
Athletic,-16.83
Healthy,-116.18
Athletic,-102.91
Eating-in,-8.14
Athletic,-86.23
Sports,-37.36
Athletic,-35.9
Athletic,-8.99
Healthy,-17.93
Eating-Out,-28.5
No-car,-22.83
Home/Apartment-Owner,-907.0
Cord-cutter,-4.99
Student,-197.0
Utility,-25.0
Utility,-53.0
Student,-135.0
Eating-in,-36.65
Eating-in,-107.18
Eating-in,-15.31
Sports,-38.32
Eating-Out,-1.82
Eating-Out,-17.15
Healthy,-16.99
Healthy,-24.08
Eating-Out,-42.91
Sports,-23.57
Athletic,-27.65
Athletic,-12.23
Coffee,-0.74
No-car,-22.08
Sports,-10.0
No-car,-19.8
Athletic,-14.4
Eating-Out,-2.15
Athletic,-41.07
Eating-Out,-33.39
Healthy,-23.04
Eating-Out,-16.22
Divorced,-48.06
Moving,-37.71
Travel,-48.21
No-car,-95.14
Coffee,-0.36
Athletic,-30.25
Eating-in,-68.2
Athletic,-9.25
Eating-in,-6.93
Athletic,-36.05
Eating-in,-25.88
Athletic,-4.97
Healthy,-33.87
Eating-in,-23.63
No-car,-6.94
Healthy,-10.17
Sports,-28.54
Sports,-29.22
Athletic,-29.58
Healthy,-24.69
Athletic,-9.0
Sports,-2.1
Eating-in,-36.12
Athletic,-15.98
Healthy,-32.39
Athletic,-13.0
Eating-Out,-100.52
Eating-Out,-19.06
No-car,-21.95
Eating-Out,-20.13
Eating-Out,-29.64
No-car,-16.77
Athletic,-8.74
Athletic,-22.1
No-car,-4.64
Sports,-39.21
Eating-in,-88.67
No-car,-18.68
Sports,-8.7
Athletic,-1.41
Sports,-9.22
Eating-Out,-21.5
No-car,-43.1
Eating-Out,-90.79
Eating-Out,-43.26
Healthy,-36.91
Healthy,-2.57
No-car,-41.21
No-car,-4.78
Eating-in,-31.54
Eating-in,-13.91
Eating-in,-26.78
No-car,-20.56
Eating-Out,-3.51
Eating-in,-11.71
Sports,-109.39
Athletic,-23.58
Athletic,-102.25
Eating-in,-65.45
No-car,-20.88
No-car,-19.26
No-car,-33.62
Athletic,-0.68
Eating-Out,-15.87
Eating-Out,-15.92
Athletic,-98.13
Sports,-34.41
Athletic,-110.8
Eating-in,-35.58
Healthy,-38.66
Athletic,-28.4
Athletic,-28.68
No-car,-32.2
No-car,-30.96
Eating-in,-29.89
No-car,-24.02
Sports,-60.93
No-car,-29.56
No-car,-82.15
Sports,-13.69
Healthy,-27.88
Sports,-30.0
Eating-in,-6.86
No-car,-14.81
No-car,-19.27
Eating-in,-38.9
Eating-in,-8.58
Eating-in,-29.21
No-car,-5.99
Sports,-89.32
No-car,-102.51
Athletic,-19.68
No-car,-33.68
Eating-in,-28.46
Athletic,-16.69
No-car,-24.15
Athletic,-20.62
No-car,-38.24
Athletic,-8.44
Coffee,-85.35
No-car,-14.13
Healthy,-24.51
Eating-in,-13.21
No-car,-33.45
No-car,-38.91
Eating-in,-22.64
Eating-in,-62.32
Home/Apartment-Owner,-1240.0
Cord-cutter,-4.99
Student,-197.0
Utility,-25.0
Utility,-53.0
Student,-135.0
No-car,-22.82
Healthy,-22.62
Healthy,-21.81
No-car,-60.18
Healthy,-32.36
No-car,-35.73
No-car,-9.46
No-car,-35.49
Eating-in,-2.43
No-car,-23.88
Eating-Out,-23.25
Athletic,-21.95
No-car,-9.86
Healthy,-66.14
Eating-Out,-32.23
Athletic,-20.73
Eating-Out,-28.23
Sports,-32.66
No-car,-31.49
No-car,-21.26
Athletic,-0.39
Sports,-24.85
Athletic,-20.54
No-car,-32.05
Athletic,-15.31
Healthy,-0.35
Athletic,-36.91
No-car,-64.29
Athletic,-4.48
Eating-in,-4.54
No-car,-24.63
Athletic,-28.6
Athletic,-41.62
No-car,-26.69
No-car,-19.2
Athletic,-6.52
Athletic,-9.27
Athletic,-14.32
Coffee,-26.96
No-car,-23.96
Sports,-4.73
Eating-in,-112.29
Healthy,-43.79
Eating-Out,-39.54
No-car,-27.89
No-car,-18.32
No-car,-39.91
Athletic,-30.23
Athletic,-80.09
Athletic,-57.87
No-car,-37.59
No-car,-35.42
Sports,-2.54
Eating-Out,-29.72
Athletic,-12.56
Sports,-34.15
No-car,-4.13
Eating-Out,-30.15
Athletic,-11.18
Healthy,-21.11
No-car,-21.74
No-car,-16.62
Sports,-5.37
Sports,-10.17
Athletic,-15.82
No-car,-16.58
No-car,-108.82
Athletic,-38.49
Athletic,-16.99
Eating-in,-50.4
Athletic,-80.58
No-car,-33.87
Healthy,-29.09
Coffee,-3.74
Healthy,-22.7
Eating-in,-47.18
Eating-in,-17.5
No-car,-4.16
No-car,-3.49
No-car,-86.53
No-car,-37.89
Home/Apartment-Owner,-976.0
Cord-cutter,-4.99
Student,-197.0
Utility,-25.0
Utility,-53.0
Student,-135.0
Eating-in,-104.91
No-car,-72.18
Athletic,-28.28
Sports,-29.55
Athletic,-29.67
Athletic,-7.16
Athletic,-38.39
Athletic,-29.54
Sports,-90.23
Eating-Out,-32.46
Athletic,-33.79
Athletic,-39.55
Athletic,-22.42
No-car,-8.95
Healthy,-18.21
Sports,-10.75
No-car,-36.65
Eating-Out,-57.83
Athletic,-27.83
Eating-in,-21.46
Eating-Out,-38.34
Eating-in,-29.2
Eating-in,-25.51
Eating-in,-100.6
No-car,-9.35
Athletic,-12.34
Healthy,-8.54
Athletic,-37.29
Eating-in,-32.37
No-car,-39.53
Healthy,-20.1
Athletic,-7.43
No-car,-31.02
Eating-Out,-31.22
Sports,-34.64
Athletic,-94.89
Athletic,-82.74
Healthy,-33.61
Athletic,-90.07
Athletic,-25.11
Athletic,-38.57
No-car,-11.7
Athletic,-36.33
No-car,-12.73
Sports,-1.1
Athletic,-26.07
Eating-Out,-39.93
Athletic,-35.49
Eating-Out,-1.07
Athletic,-16.87
Eating-Out,-33.93
Sports,-29.58
No-car,-117.01
No-car,-27.78
Sports,-23.59
Eating-in,-15.25
Athletic,-31.83
Athletic,-26.3
Athletic,-25.87
Athletic,-1.36
Athletic,-21.69
Healthy,-19.58
No-car,-32.85
Sports,-29.25
Athletic,-27.87
No-car,-0.42
Eating-Out,-25.1
Athletic,-7.5
